Type ;Node ;timeOnNode ; lenght = 114 ;
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1
Large;64;1

Name ; Groupe ;personnalId ;hoursSpend ;numberOfTask ;hoursincelastjob ;lenght = 1 ;
Panda;student;299405;7296;114;183

Waiting List
Name ; Groupe ;personnalId ;hoursSpend ;numberOfTask ;hoursincelastjob ;lenght = 69 ;
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
Panda;student;299405;0;1;0
